runNumber() eventNumber() chargedFE.eta() chargedFE.phi() chargedFE.e() chargedFE.pt() charge() signalType()
410000 21641 0.884748 2.47551 5257.62 3707.52 -1 8208 
410000 21641 -0.0359793 -2.2064 3435.61 3430.55 -1 8208 
410000 21641 2.02449 -1.05867 12446.1 3230.72 -1 8208 
410000 21641 2.45077 -2.29793 18425.8 3154.06 -1 8208 
410000 21641 0.334414 1.13025 3223.45 3048.38 1 8208 
410000 21641 -0.301097 0.819061 3124.01 2984.57 1 8208 
410000 21641 -0.346794 -0.614226 3021.62 2845.57 -1 8208 
410000 21641 0.215589 0.876518 2830.54 2762.64 -1 8208 
410000 21641 0.859016 1.12637 3476.92 2495.4 -1 8208 
410000 21641 0.862714 1.45024 3425.17 2451.87 -1 8208 
410000 21641 -0.84246 2.34005 3339.59 2424.27 -1 8208 
410000 21641 -0.870774 -0.659434 3099.24 2205.68 -1 8208 
410000 21641 -1.02557 0.356809 3469.35 2202.89 -1 8208 
410000 21641 0.125593 -2.90241 2147.29 2125.96 -1 8208 
410000 21641 0.107945 -2.08402 998.345 982.809 1 8208 
410000 21641 -1.74897 -0.683924 6174.23 2084.44 -1 8208 
410000 21641 -1.68262 -0.895684 2283.5 819.053 -1 8208 
410000 21641 -0.211648 -2.2268 2108.72 2057.84 1 8208 
410000 21641 1.8264 -3.01464 6469.36 2029.94 -1 8208 
410000 21641 1.85156 -2.65314 4100.52 1255.8 1 8208 
410000 21641 -2.07541 -1.52655 8195.44 2024.94 -1 8208 
410000 21641 0.863805 -0.359858 2815.85 2013.36 1 8208 
410000 21641 -0.974968 -1.25973 2996.91 1977.13 1 8208 
410000 21641 -0.90795 -1.93685 1674.06 1157.46 -1 8208 
410000 21641 -0.227112 -2.13517 1933.5 1879.77 -1 8208 
410000 21641 1.88727 2.36058 6336.74 1876.31 -1 8208 
410000 21641 -1.14099 0.573023 3232.87 1872.72 -1 8208 
410000 21641 2.26049 2.2248 8742.42 1803.8 -1 8208 
410000 21641 -0.992446 2.60043 2696.8 1755.38 -1 8208 
410000 21641 -2.12026 0.992846 7368.95 1743.14 1 8208 
410000 21641 0.126668 0.565847 1758.78 1739.26 -1 8208 
410000 21641 -0.728573 -2.20367 2131.65 1665.22 -1 8208 
410000 21641 2.32931 -2.59101 8359.69 1612.33 1 8208 
410000 21641 1.27699 -0.309279 3042.59 1572.9 1 8208 
410000 21641 -1.19539 -0.609105 2766.81 1531.99 -1 8208 
410000 21641 -1.37409 -0.739958 2146.61 1018.93 -1 8208 
410000 21641 0.723587 0.965586 1945.58 1523.91 1 8208 
410000 21641 -0.798624 1.70875 2015.22 1504.54 1 8208 
410000 21641 -1.16535 0.270548 2646.06 1501.84 -1 8208 
410000 21641 -1.16948 0.0384802 1471.43 829.711 -1 8208 
410000 21641 -0.186066 0.56788 1488.72 1456.87 1 8208 
410000 21641 0.402429 2.99336 1564.87 1440.42 -1 8208 
410000 21641 2.30694 -2.63627 7057.93 1391.39 1 8208 
410000 21641 0.125297 -2.0347 1380.55 1362.77 -1 8208 
410000 21641 1.56253 -2.14526 3378.02 1355.34 1 8208 
410000 21641 1.46761 -2.73032 2373.44 1037.06 -1 8208 
410000 21641 -0.651913 2.07796 1617.34 1320.6 -1 8208 
410000 21641 -0.708221 2.52239 1667.5 1317.25 -1 8208 
410000 21641 0.342092 -0.98109 1385.36 1301.41 -1 8208 
410000 21641 0.695136 -1.74623 1608.64 1280.53 1 8208 
410000 21641 -1.8534 -0.992416 4088.2 1249.83 -1 8208 
410000 21641 1.93136 0.682108 4330.08 1228.83 1 8208 
410000 21641 -0.82284 2.68488 1664.35 1221.21 -1 8208 
410000 21641 -2.19327 -2.90037 5467.18 1204.36 -1 8208 
410000 21641 -0.216005 2.32667 1218.48 1182.76 1 8208 
410000 21641 0.486088 0.897614 1323.72 1174.8 -1 8208 
410000 21641 -0.0246387 -2.06143 1168.33 1159.61 -1 8208 
410000 21641 -0.118667 -0.756 1143.55 1127.06 -1 8208 
410000 21641 -0.298922 -2.55268 1174.1 1115.56 -1 8208 
410000 21641 0.33403 1.33653 1182.68 1111.81 -1 8208 
410000 21641 -0.898263 -0.655767 1591.09 1107.35 -1 8208 
410000 21641 -0.328297 0.485157 1144.15 1077.04 -1 8208 
410000 21641 -0.837115 -2.36715 1432.52 1039.65 1 8208 
410000 21641 1.21351 0.609107 1894.56 1031.78 1 8208 
410000 21641 -1.01391 1.82173 1589.59 1015.31 -1 8208 
410000 21641 0.187217 -2.69782 1036.42 1009.24 1 8208 
410000 21641 -0.237738 2.2205 1038.79 1000.95 1 8208 
410000 21641 0.238802 0.774167 1024.65 986.828 -1 8208 
410000 21641 0.564686 -1.9878 1147.53 978.766 -1 8208 
410000 21641 1.03874 -0.75519 1514.35 948.501 1 8208 
410000 21641 -2.44448 1.50755 5465.35 941.073 -1 8208 
410000 21641 -2.32881 0.782279 4811.6 928.211 -1 8208 
410000 21641 1.74321 -2.19387 2736.15 927.778 -1 8208 
410000 21641 -1.8517 0.941528 2932.53 897.481 -1 8208 
410000 21641 1.09783 1.57968 1497.82 895.34 1 8208 
410000 21641 2.15389 -1.2436 3907.68 894.216 1 8208 
410000 21641 1.10409 2.88569 1481.07 880.81 -1 8208 
410000 21641 -0.0690433 0.403771 881.217 868.024 -1 8208 
410000 21641 -1.80113 0.541182 2604.61 836.074 -1 8208 
410000 21641 -1.44694 -2.95624 1875.5 833.951 1 8208 
410000 21641 -0.931701 0.691082 1224.61 829.699 -1 8208 
410000 21641 -1.19656 -0.301802 1375.15 757.723 -1 8208 
410000 21641 2.15046 2.09804 3226.48 740.582 1 8208 
410000 21641 2.19254 2.15192 3228.83 711.347 -1 8208 
410000 21641 -2.31367 -1.57844 3319.25 649.595 1 8208 
410000 21641 0.449483 1.42728 15563.6 14113.1 1 8208 
410000 21641 -0.0563961 3.13162 3321.87 3313.67 1 8208 
410000 21641 -2.1318 -1.61837 11809.5 2762.7 -1 8208 
410000 21652 1.39815 -0.703102 10871.7 5062.37 -1 8208 
410000 21652 -0.375501 -3.0632 2879.32 2684.44 -1 8208 
410000 21652 -0.916661 0.994931 3724.84 2566.36 -1 8208 
410000 21652 0.353144 -1.31234 2619.16 2460.42 1 8208 
410000 21652 -0.144771 -0.852612 2358.23 2329.64 1 8208 
410000 21652 -0.181514 -1.03883 2283.03 2241.72 -1 8208 
410000 21652 -0.675356 -2.66848 2690.36 2172.23 -1 8208 
410000 21652 1.31826 2.93672 4230.38 2111.65 -1 8208 
410000 21652 0.820393 2.20854 2713.07 1998.39 1 8208 
410000 21652 -1.10315 1.66827 3222.35 1924.59 1 8208 
410000 21652 1.05455 1.66087 2967.02 1841.38 1 8208 
410000 21652 2.33852 0.904187 9547.88 1824.99 1 8208 
410000 21652 -1.72845 0.904144 4802.19 1652.53 1 8208 
410000 21652 -1.04089 -0.449577 2627.63 1647.73 -1 8208 
410000 21652 -2.46456 3.10851 9692.9 1636.69 -1 8208 
410000 21652 -1.10246 -0.357121 2736.42 1634.67 -1 8208 
410000 21652 -1.48759 2.34734 3776.76 1622.49 -1 8208 
410000 21652 -1.0157 2.85602 2464.58 1575.59 -1 8208 
410000 21652 0.196612 2.58323 1521.5 1486.26 1 8208 
410000 21652 -0.953112 -1.31028 2161.33 1447.87 1 8208 
410000 21652 0.316865 -1.59778 1523.46 1443.96 1 8208 
410000 21652 -1.74554 0.346394 4193.27 1419.81 1 8208 
410000 21652 -0.378628 -0.506484 1498.01 1390.62 -1 8208 
410000 21652 -1.21607 2.08131 2547.97 1386.35 1 8208 
410000 21652 1.84845 -1.41512 4360.56 1339.49 -1 8208 
410000 21652 1.3569 1.1348 2716.25 1309.96 -1 8208 
410000 21652 0.0948359 -1.30855 1292.21 1278.9 1 8208 
410000 21652 -1.18895 -0.181584 2250.36 1251.91 -1 8208 
410000 21652 1.32721 1.02241 2513.44 1243.67 -1 8208 
410000 21652 2.2319 1.84917 5825.62 1235.87 -1 8208 
410000 21652 0.929135 -1.38114 1754.56 1194.99 -1 8208 
410000 21652 0.801518 2.87865 1603.25 1193 -1 8208 
410000 21652 0.328161 1.72738 1265.12 1192.6 1 8208 
410000 21652 0.963639 -1.40033 1717.93 1140.47 -1 8208 
410000 21652 0.886785 3.02564 1563.14 1096.68 -1 8208 
410000 21652 0.475931 -0.428753 1219.34 1085.99 -1 8208 
410000 21652 -0.779133 2.99398 1413.4 1066.17 -1 8208 
410000 21652 -0.267371 -1.45442 1103.02 1056.18 -1 8208 
410000 21652 2.17732 2.70443 4704.62 1052.49 -1 8208 
410000 21652 1.05528 1.05329 1686.45 1043.61 -1 8208 
410000 21652 1.35346 -1.59677 2136.6 1032.68 1 8208 
410000 21652 2.20605 -1.81332 4707.83 1024.12 1 8208 
410000 21652 1.5669 -0.441275 2469.2 986.01 1 8208 
410000 21652 2.40117 0.697542 5311.83 954.457 -1 8208 
410000 21652 -1.89158 2.39221 3128.74 921.921 1 8208 
410000 21652 1.78793 -2.28013 2826.62 918.946 -1 8208 
410000 21652 -1.81161 -0.402651 2851.96 906.646 -1 8208 
410000 21652 -0.0635073 0.799838 902.426 889.773 -1 8208 
410000 21652 2.10835 -0.0969626 3697.41 884.33 1 8208 
410000 21652 1.70079 -0.26034 2499.08 881.564 1 8208 
410000 21652 0.170895 -2.15575 904.011 880.286 -1 8208 
410000 21652 -1.57756 -0.540751 2073.2 819.272 -1 8208 
410000 21652 2.12112 0.481007 3438.44 812.167 -1 8208 
410000 21652 1.40513 1.77993 1580.64 728.683 -1 8208 
410000 21652 -2.1243 -3.12483 3015.56 709.908 -1 8208 
410000 21652 -0.930333 0.940129 24366 16633.1 -1 8208 
410000 21652 -0.911791 0.985984 17369.8 12017.8 1 8208 
410000 21652 -0.889302 0.893491 10541.8 7411.72 -1 8208 
410000 21652 -0.78579 2.90775 21907.3 16534.1 1 8208 
410000 21652 -0.774138 2.75897 5311.97 4038.4 -1 8208 
410000 21652 -0.650232 2.95209 17029.2 13969.8 1 8208 
410000 21652 -0.61993 -2.71761 846.908 697.042 1 8208 
410000 21652 1.96808 -0.0486391 22550 6180.82 1 8208 
410000 21652 -0.842286 2.80436 6096.93 4429.11 -1 8208 
410000 21652 -0.770248 3.06649 5754.26 4385.92 -1 8208 
410000 21652 -0.645306 -1.07794 4636.32 3812.49 1 8208 
410000 21652 -0.813625 2.97776 4414.97 3269.54 1 8208 
410000 21652 -0.295706 -1.13507 3384.23 3238.72 1 8208 
410000 21652 -1.14533 0.906777 5544.38 3202.35 1 8208 
410000 21652 -0.689332 2.12662 3603.8 2887.47 1 8208 
410000 21652 -1.05382 2.06475 4600.84 2858.85 -1 8208 
410000 21652 2.00296 2.57532 9565.3 2534.96 -1 8208 
410000 21652 0.195314 0.707981 2445.77 2395.93 -1 8208 
410000 21652 -1.38675 1.6532 4641.76 2182.49 1 8208 
410000 21652 -0.774398 2.29817 2827.89 2147.65 -1 8208 
410000 21652 -2.48679 0.310837 12471.3 2060.25 1 8208 
410000 21652 1.0937 0.852012 3212.08 1933 -1 8208 
410000 21652 1.01884 1.36935 2938.51 1874.93 1 8208 
410000 21652 -0.588449 3.02678 2110.4 1787.3 1 8208 
410000 21652 -0.76643 1.0978 2314.99 1766.15 1 8208 
410000 21652 1.20029 0.949912 3127.77 1725.29 -1 8208 
410000 21652 0.160593 -2.08163 1731.57 1703.92 -1 8208 
410000 21652 -1.39495 0.0173637 3544.49 1654 -1 8208 
410000 21652 0.525787 2.53523 1793.63 1566.61 -1 8208 
410000 21652 -0.810376 3.00358 2092.07 1549.99 -1 8208 
410000 21652 -0.290312 -1.65899 1570.28 1500.39 1 8208 
410000 21652 -0.292256 -1.80907 1528.14 1459 -1 8208 
410000 21652 0.00165089 -2.30156 1453.23 1446.51 1 8208 
410000 21652 -1.05072 1.01588 2222.31 1382.14 -1 8208 
410000 21652 1.85246 -0.139898 4516 1382.01 1 8208 
410000 21652 -0.829695 -0.965125 1877.84 1372.51 1 8208 
410000 21652 2.0105 -1.72448 5204.62 1368.97 -1 8208 
410000 21652 2.48024 1.00646 8132.95 1352.15 1 8208 
410000 21652 -1.39366 -2.01711 2787.9 1301.81 -1 8208 
410000 21652 0.981676 1.0899 1931.53 1265.92 1 8208 
410000 21652 -0.0566355 2.67959 1187.33 1177.21 -1 8208 
410000 21652 1.40079 -0.823887 2436.71 1130.24 1 8208 
410000 21652 -0.257285 2.15279 1112.46 1068.12 1 8208 
410000 21652 -0.256118 2.19485 1037.66 995.405 1 8208 
410000 21652 -1.46772 2.1055 2290.53 1000.6 -1 8208 
410000 21652 -0.407141 0.230473 1090.89 998.052 -1 8208 
410000 21652 -1.58645 2.94065 2078.47 814.679 -1 8208 
410000 21652 -1.76072 -2.53283 47389.3 15826.5 -1 8208 
410000 21652 1.2539 1.10102 5829.71 3075.99 1 8208 
410000 21652 1.29687 1.08581 5180.18 2634.46 1 8208 
410000 21652 2.34066 -1.96448 9680.34 1846.43 -1 8208 
410000 21652 -1.75778 2.64129 5506.08 1843.37 -1 8208 
410000 21652 -0.492918 -1.12274 1463.01 1295.72 -1 8208 
410000 21652 -0.9405 0.388368 1423.65 959.986 1 8208 
410000 21651 -1.06911 -2.20973 6224.98 3822.63 -1 8208 
410000 21651 0.790683 -1.42655 3912.96 2941.93 -1 8208 
410000 21651 -0.466504 0.85498 3016.51 2712.71 1 8208 
410000 21651 -0.112895 1.62736 2134.53 2116.46 -1 8208 
410000 21651 1.3145 2.9308 4156.69 2081.6 -1 8208 
410000 21651 0.58693 -0.109366 2213.39 1876.4 -1 8208 
410000 21651 -1.0944 1.86794 2998.26 1803.07 1 8208 
410000 21651 -0.296928 -2.37084 1864.77 1780.47 -1 8208 
410000 21651 0.707963 1.23628 2225.37 1760.95 -1 8208 
410000 21651 0.146506 -0.118745 1708.71 1684.89 1 8208 
410000 21651 -1.42679 -2.47035 3672.93 1666.26 1 8208 
410000 21651 -1.04104 -3.0327 2347.12 1471.13 -1 8208 
410000 21651 0.698227 -0.0799019 1816.91 1444.81 1 8208 
410000 21651 -1.60824 3.08012 3736.5 1437.7 -1 8208 
410000 21651 -1.72986 -0.0844266 4133.7 1420.4 1 8208 
410000 21651 -0.447782 -0.577591 1570.96 1419.99 -1 8208 
410000 21651 -0.632584 0.942956 1693.55 1398.51 1 8208 
410000 21651 1.69876 -0.517818 3775.2 1335.42 -1 8208 
410000 21651 -1.60569 2.2428 3433.24 1323.96 1 8208 
410000 21651 1.23107 0.586673 2417.88 1298.86 1 8208 
410000 21651 0.599782 1.5116 1508.79 1267.43 -1 8208 
410000 21651 1.27278 0.0923616 2291.92 1188.14 1 8208 
410000 21651 0.57246 0.580978 1391.29 1184.78 -1 8208 
410000 21651 -0.797201 2.89526 1576.81 1176.53 -1 8208 
410000 21651 -0.414437 1.98705 1264.83 1156.37 1 8208 
410000 21651 0.372762 1.90669 1223.05 1135.26 -1 8208 
410000 21651 2.19013 -1.97825 5113.36 1129.82 -1 8208 
410000 21651 -2.05111 2.79042 4332.23 1095.49 1 8208 
410000 21651 2.07838 3.12991 4434.17 1092.07 1 8208 
410000 21651 0.522869 -0.984404 1250.16 1089.93 1 8208 
410000 21651 -2.29537 3.09079 5420.72 1080.67 -1 8208 
410000 21651 1.37893 -2.70135 2272.27 1074.24 1 8208 
410000 21651 0.213415 -1.98692 1104.1 1070.77 1 8208 
410000 21651 1.41015 -1.26376 2324.48 1069.09 -1 8208 
410000 21651 1.51708 -2.93297 2529.77 1057.26 1 8208 
410000 21651 -1.72781 -0.936662 3066.68 1055.29 1 8208 
410000 21651 0.575358 1.47415 1221.67 1037.2 -1 8208 
410000 21651 0.720418 -2.55018 1318.52 1031.63 -1 8208 
410000 21651 1.24413 -2.53343 1938.53 1028.98 -1 8208 
410000 21651 2.35891 1.38965 5479.05 1026.29 -1 8208 
410000 21651 -1.86682 1.82124 3262.89 984.522 -1 8208 
410000 21651 -0.766772 2.37297 1285.84 976.76 -1 8208 
410000 21651 -1.07398 2.14278 1584.03 965.456 -1 8208 
410000 21651 -2.45303 -0.889206 5602.99 956.698 1 8208 
410000 21651 -0.838536 0.882684 1307.25 946.907 -1 8208 
410000 21651 -1.01107 -2.4327 1460.04 933.923 1 8208 
410000 21651 0.27043 -0.684961 978.006 933.648 1 8208 
410000 21651 -1.75116 -2.36183 2743.75 923.425 1 8208 
410000 21651 -0.850448 -2.20239 1285.36 923.266 -1 8208 
410000 21651 0.187316 -2.11776 919.88 893.509 1 8208 
410000 21651 0.625173 -2.99461 1082.75 893.375 -1 8208 
410000 21651 0.736757 -0.430111 1150.53 889.502 -1 8208 
410000 21651 -2.38737 -2.27379 4796.4 873.551 1 8208 
410000 21651 1.68576 1.82122 2436.02 871.406 1 8208 
410000 21651 -2.32419 -2.30859 4462.97 864.808 1 8208 
410000 21651 -2.21894 0.0386457 3922.63 842.473 -1 8208 
410000 21651 2.15948 -1.06198 3519.84 800.968 1 8208 
410000 21651 1.16961 -2.35358 1273.74 717.073 -1 8208 
410000 21651 -1.30161 1.78562 1254.41 631.632 1 8208 
410000 21651 -2.17049 3.05438 2521.24 567.187 -1 8208 
410000 21651 0.429688 -3.02839 13148.9 12021.2 1 8208 
410000 21651 -1.47614 -0.122189 24135.1 10483 1 8208 
410000 21651 1.99847 -2.24426 37123.9 9882.06 1 8208 
410000 21651 2.0189 -2.2414 7268.13 1896.62 1 8208 
410000 21651 1.5132 -0.100795 20238.3 8500.7 1 8208 
410000 21651 0.465626 -3.13034 8562.69 7710.5 -1 8208 
410000 21651 2.00086 0.725768 23510.5 6243.85 1 8208 
410000 21651 1.99198 0.402761 2815.14 753.153 -1 8208 
410000 21651 2.20436 0.755195 19952.4 4349.28 1 8208 
410000 21651 1.16718 -0.555277 6295.47 3571.88 1 8208 
410000 21651 0.861006 0.897855 4883.72 3501.61 1 8208 
410000 21651 1.43647 -0.0674901 7641.8 3438.91 -1 8208 
410000 21651 1.46947 0.111592 7054.79 3082.12 1 8208 
410000 21651 1.48784 -0.176687 3184.43 1367.33 -1 8208 
410000 21651 2.05701 -2.27132 12866.6 3236.53 -1 8208 
410000 21651 1.91074 -2.2045 10243.2 2966.17 1 8208 
410000 21651 -0.764302 0.742352 3770.09 2883.49 1 8208 
410000 21651 0.9771 2.00008 3560.52 2345.94 1 8208 
410000 21651 1.00383 0.783897 3578.17 2310.34 1 8208 
410000 21651 0.651173 -3.09355 2639.39 2161.09 1 8208 
410000 21651 1.13055 -0.59943 3518.11 2055.62 1 8208 
410000 21651 0.156248 1.58638 2082.7 2052.9 -1 8208 
410000 21651 -1.42723 0.108752 4481.33 2032.69 1 8208 
410000 21651 -0.322167 1.0035 2094.17 1985.57 -1 8208 
410000 21651 0.963505 -2.50524 2929.92 1949.49 1 8208 
410000 21651 0.959624 -2.21899 1605.14 1068.27 1 8208 
410000 21651 -0.345384 -3.01676 2048.3 1927.43 -1 8208 
410000 21651 0.460669 -0.976792 2109.15 1899.39 1 8208 
410000 21651 -2.46106 -1.5366 11111.5 1882.74 -1 8208 
410000 21651 0.36933 3.13684 1972.56 1840.65 1 8208 
410000 21651 1.20552 0.430156 3260.74 1790.95 -1 8208 
410000 21651 2.02409 -2.48737 6791.83 1763.43 -1 8208 
410000 21651 0.105328 -0.782945 1750.77 1735.56 1 8208 
410000 21651 -0.232257 0.669453 1705.32 1654.77 1 8208 
410000 21651 1.80726 0.926882 5144.05 1643.43 -1 8208 
410000 21651 -1.51855 -0.112034 3865.07 1614.56 1 8208 
410000 21651 -0.148353 0.949118 1547.63 1524.51 1 8208 
410000 21651 -2.39682 -1.55815 8257.88 1490.49 -1 8208 
410000 21651 -0.0111332 2.85123 1454.27 1447.47 -1 8208 
410000 21651 2.09855 1.0178 5689.58 1374.38 -1 8208 
410000 21651 -0.102123 1.46371 1381.22 1367.02 1 8208 
410000 21651 0.0121125 -3.03455 1326.38 1318.92 1 8208 
410000 21651 -0.572565 1.06817 1498.28 1276.72 1 8208 
410000 21651 0.53345 1.2777 1443.69 1254.2 -1 8208 
410000 21651 0.280195 -3.09336 1309.82 1252.86 -1 8208 
410000 21651 -1.26246 2.78198 2375.09 1242.31 -1 8208 
410000 21651 1.682 1.56208 3440.45 1236.04 1 8208 
410000 21651 2.30822 1.28687 6141.88 1209.2 -1 8208 
410000 21651 0.994162 -0.0307303 1816.5 1178.93 1 8208 
410000 21651 -0.910132 -2.48032 1695.43 1170.49 -1 8208 
410000 21651 -1.18527 -0.184046 2085.74 1163.51 1 8208 
410000 21651 -1.87613 -2.7543 3774.26 1129.02 1 8208 
410000 21651 1.02171 0.53 1752.64 1113.52 1 8208 
410000 21651 -0.672035 1.00952 1365.86 1100.67 -1 8208 
410000 21651 1.89493 -2.36901 3726.5 1094.88 -1 8208 
410000 21651 0.823988 2.41978 1490.64 1091.95 1 8208 
410000 21651 -0.345755 1.34381 1160.54 1086.52 1 8208 
410000 21651 0.224247 1.10323 1103.4 1067.59 1 8208 
410000 21651 -1.75626 0.360841 3154.98 1057.08 -1 8208 
410000 21651 0.699471 0.239354 1242.45 983.916 1 8208 
410000 21651 -2.32803 -0.4875 4580.51 884.27 -1 8208 
410000 21651 -0.0681717 -3.02026 881.531 868.393 -1 8208 
410000 21651 2.1527 1.25626 3635.81 832.883 -1 8208 
410000 21651 0.417757 -2.75925 833.615 755.003 -1 8208 
410000 21651 -1.81009 -2.10866 1938.68 616.338 -1 8208 
410000 21651 -1.53943 -0.0235819 29722.2 12190 -1 8208 
410000 21651 -1.10529 -0.403138 2424.31 1444.43 -1 8208 
410000 21651 -1.13394 0.274116 2009.82 1169.2 1 8208 
410000 21651 0.364635 -1.81639 1196.97 1113.93 -1 8208 
410000 21654 -1.43584 1.12905 13072.8 5886.87 -1 8208 
410000 21654 -0.959369 0.45659 4198.08 2803.54 -1 8208 
410000 21654 1.31625 -0.853733 5260.99 2631.19 -1 8208 
410000 21654 1.68401 -0.507844 7004.35 2513.28 -1 8208 
410000 21654 -0.570384 2.90348 2876.41 2461.62 1 8208 
410000 21654 1.05358 -0.936025 3546.12 2203.18 1 8208 
410000 21654 -0.0630335 1.21975 2073.53 2064.73 1 8208 
410000 21654 1.84829 -2.85388 6653.27 2044.67 -1 8208 
410000 21654 -0.485683 -1.60569 2101.95 1872.13 -1 8208 
410000 21654 0.510878 -0.0227639 2086.51 1836.87 -1 8208 
410000 21654 -0.642042 -3.06548 2192.3 1803.24 -1 8208 
410000 21654 -0.753064 1.37162 2313.44 1780.15 1 8208 
410000 21654 0.97902 1.2351 2612.92 1717.97 -1 8208 
410000 21654 0.996417 1.76936 2620.05 1700.15 1 8208 
410000 21654 0.0982942 2.29634 1701.28 1687.39 1 8208 
410000 21654 0.150938 1.79251 1688.75 1663.98 -1 8208 
410000 21654 -0.992669 -1.38583 2550.19 1659.41 1 8208 
410000 21654 2.27296 1.96474 8135.15 1658.11 1 8208 
410000 21654 -1.98086 1.10564 5970.81 1616.15 1 8208 
410000 21654 -1.67084 1.71495 4366.39 1585.61 -1 8208 
410000 21654 -2.18395 0.242964 7020.76 1560.91 1 8208 
410000 21654 -2.34303 -1.11363 8148.49 1550.57 1 8208 
410000 21654 0.385076 2.19079 1652.06 1531.22 -1 8208 
410000 21654 1.68838 2.21084 4236.73 1513.5 -1 8208 
410000 21654 -2.20439 -0.0209437 6857.16 1494.43 -1 8208 
410000 21654 0.0536964 -0.959962 1498.79 1490.13 -1 8208 
410000 21654 -1.49855 1.76679 3479.89 1480.04 -1 8208 
410000 21654 -1.28822 -2.88524 2870.15 1469.35 -1 8208 
410000 21654 2.43995 -0.948201 8404.19 1453.86 -1 8208 
410000 21654 -1.93187 0.666933 5110.28 1449.74 -1 8208 
410000 21654 1.18867 0.170361 2573.45 1432.63 -1 8208 
410000 21654 0.0605842 1.96699 1437.43 1428.01 -1 8208 
410000 21654 -1.99846 -0.401711 5361.99 1426.87 1 8208 
410000 21654 2.32301 -2.5877 7234.71 1403.95 -1 8208 
410000 21654 -0.251595 0.884567 1446.91 1395.75 1 8208 
410000 21654 -2.10799 1.79266 5745.67 1375.28 1 8208 
410000 21654 -1.07224 -0.167072 2216.84 1355.6 1 8208 
410000 21654 -1.47467 1.86527 3111.13 1351.76 1 8208 
410000 21654 -2.14917 -1.12295 5871.42 1350.25 -1 8208 
410000 21654 1.93379 -2.59391 4767.34 1349.89 -1 8208 
410000 21654 0.0194795 3.09579 1350.9 1343.42 -1 8208 
410000 21654 -2.33459 -1.5951 6936.99 1330.94 -1 8208 
410000 21654 0.820506 -0.644541 1768.8 1300.42 -1 8208 
410000 21654 1.42182 -3.11675 2843.66 1295.15 -1 8208 
410000 21654 -1.4653 2.79032 2925.76 1281.81 -1 8208 
410000 21654 2.25279 2.67647 6130.1 1274.2 1 8208 
410000 21654 2.00201 -1.646 4685.47 1242.44 1 8208 
410000 21654 -1.20748 -1.91108 2230.89 1222.02 -1 8208 
410000 21654 -0.385203 2.93648 1319.07 1220.02 1 8208 
410000 21654 2.48217 1.49159 7241.43 1201.6 1 8208 
410000 21654 1.66916 0.192424 3274.91 1190.63 -1 8208 
410000 21654 -0.00121967 0.39048 1195.8 1187.63 -1 8208 
410000 21654 -1.01271 -2.96926 1827.3 1169.32 1 8208 
410000 21654 -1.42951 1.52963 2583.04 1168.13 1 8208 
410000 21654 -1.71221 -0.682357 3336.8 1165.36 1 8208 
410000 21654 -0.67515 -3.12641 1442.71 1161.1 1 8208 
410000 21654 0.759574 -2.50556 1495.38 1142.97 -1 8208 
410000 21654 0.356924 2.59036 1217.75 1136.55 1 8208 
410000 21654 -0.339071 -2.99307 1207.91 1134 1 8208 
410000 21654 -1.70216 1.00366 3214.17 1133.06 1 8208 
410000 21654 2.11931 1.62243 4755.41 1125.66 1 8208 
410000 21654 0.001785 -0.989195 1128.03 1119.36 1 8208 
410000 21654 0.754293 -0.770628 1455.47 1115.96 -1 8208 
410000 21654 -1.32933 1.56294 2250.67 1111.18 -1 8208 
410000 21654 -1.975 -1.9046 4073.86 1108.58 1 8208 
410000 21654 -0.0632482 -2.97996 1113.45 1102.46 1 8208 
410000 21654 0.142749 -0.384742 1099.91 1079.99 1 8208 
410000 21654 -0.71003 -1.09101 1362.38 1073.14 1 8208 
410000 21654 -1.549 -1.18603 2639.69 1071.72 1 8208 
410000 21654 2.13718 -0.901781 4581.09 1065.68 1 8208 
410000 21654 2.21767 2.20298 4934.81 1061.42 -1 8208 
410000 21654 -1.29139 1.53077 2073.72 1057.58 1 8208 
410000 21654 -1.05727 0.881205 1702.23 1051.8 1 8208 
410000 21654 -1.66735 1.5282 2856.75 1040.07 1 8208 
410000 21654 -0.579006 -2.94717 1227.01 1039.82 1 8208 
410000 21654 -2.31572 1.60782 5317.15 1039.07 1 8208 
410000 21654 -1.12715 -1.55825 1775.61 1037.95 -1 8208 
410000 21654 2.45074 1.75895 6042.52 1034.12 -1 8208 
410000 21654 1.05039 1.8329 1663.85 1033.47 -1 8208 
410000 21654 0.370656 2.32012 1106.78 1026.61 1 8208 
410000 21654 -0.640841 0.791967 1249.03 1023.71 1 8208 
410000 21654 2.07591 2.92133 4145.83 1023.43 1 8208 
410000 21654 0.802893 1.96265 1376.51 1021.94 1 8208 
410000 21654 2.01108 0.801653 3877.24 1018.96 1 8208 
410000 21654 -0.914833 0.474312 1468.94 1009.55 -1 8208 
410000 21654 -1.25026 2.51333 1883.12 994.23 1 8208 
410000 21654 1.17271 2.05222 1746.86 983.699 1 8208 
410000 21654 1.45972 0.115107 2225.46 979.082 -1 8208 
410000 21654 0.279024 0.21251 1024.43 976.619 -1 8208 
410000 21654 0.542262 2.19556 1120.8 966.467 -1 8208 
410000 21654 0.916268 -0.311094 1394.93 957.212 -1 8208 
410000 21654 -0.385695 -0.902581 1026.21 945.475 -1 8208 
