runNumber() eventNumber() chargedFE.eta() chargedFE.phi() chargedFE.e() chargedFE.pt() charge() signalType()
410000 21646 1.02177 -0.662952 2298.91 1462.47 -1 8208 
410000 21646 -2.13241 1.37578 6176.55 1443.81 1 8208 
410000 21646 -2.24361 -2.54301 6672.12 1399.44 1 8208 
410000 21646 2.06792 0.396197 5602.3 1394.07 1 8208 
410000 21646 -2.02525 1.44521 5319.87 1379.53 1 8208 
410000 21646 -0.175112 -1.60765 1371.73 1343.95 1 8208 
410000 21646 0.942852 0.614731 1953.29 1317.84 -1 8208 
410000 21646 -2.10842 -1.69159 5474.26 1309.73 1 8208 
410000 21646 0.776652 1.74597 1725.19 1305.58 1 8208 
410000 21646 -0.317657 -3.02917 1378.87 1305.37 -1 8208 
410000 21646 0.933162 2.0714 1919.99 1304.51 1 8208 
410000 21646 0.801145 -0.0812798 1739.23 1295.24 -1 8208 
410000 21646 -1.58321 -0.786543 3254.56 1281.18 -1 8208 
410000 21646 1.70864 -2.82861 3651.07 1279.57 -1 8208 
410000 21646 2.10622 -2.14156 5259.99 1261.12 1 8208 
410000 21646 -1.10929 0.635998 2095.34 1243.72 1 8208 
410000 21646 -1.47089 -1.1181 2846.32 1240.67 -1 8208 
410000 21646 -0.0510927 3.00748 1247 1237.55 1 8208 
410000 21646 -2.06709 1.14558 4969.68 1237.54 -1 8208 
410000 21646 -0.703743 -2.3945 1559.88 1234.98 1 8208 
410000 21646 1.84997 -0.256931 4004.87 1228.33 1 8208 
410000 21646 -2.25211 -1.17729 5855.37 1217.87 -1 8208 
410000 21646 -0.220664 0.997362 1212.64 1175.83 1 8208 
410000 21646 0.456674 0.466079 1307.5 1175.32 -1 8208 
410000 21646 -2.04676 1.32248 4622.12 1173.8 1 8208 
410000 21646 -1.35887 -0.522345 2427.46 1168.28 -1 8208 
410000 21646 -0.86031 2.35878 1625.29 1162.06 -1 8208 
410000 21646 0.954628 -2.99936 1727.36 1154.48 1 8208 
410000 21646 -1.78527 -2.14406 3530.45 1151.16 -1 8208 
410000 21646 1.18156 0.635666 2048.71 1146.28 1 8208 
410000 21646 0.359315 -0.263558 1228.88 1146.14 1 8208 
410000 21646 -2.33809 -2.69098 5921.82 1132.18 -1 8208 
410000 21646 -0.944155 -0.179578 1677.11 1129.38 1 8208 
410000 21646 -2.17061 -0.501528 5010.86 1128.42 -1 8208 
410000 21646 -1.05549 1.25424 1818.57 1125.73 -1 8208 
410000 21646 0.389825 1.59745 1214.16 1119.93 -1 8208 
410000 21646 2.07891 0.947311 4538.55 1117.23 1 8208 
410000 21646 1.48557 0.825966 2573.12 1106.55 -1 8208 
410000 21646 1.11397 -0.612624 1853.2 1095.17 1 8208 
410000 21646 -0.191537 3.11682 1115.57 1086.81 1 8208 
410000 21646 1.33476 2.75248 2198.69 1080.3 1 8208 
410000 21646 -2.16214 -2.17171 4709.39 1069.26 1 8208 
410000 21646 -0.160511 0.455864 1090.95 1068.19 1 8208 
410000 21646 1.63339 0.245605 2803.71 1053.42 -1 8208 
410000 21646 0.233877 -1.31534 1089.38 1051.52 -1 8208 
410000 21646 0.843185 -0.246295 1450.34 1048.33 -1 8208 
410000 21646 -0.838471 0.269321 1440.12 1044.25 -1 8208 
410000 21646 0.742215 1.20984 1338.51 1033.3 -1 8208 
410000 21646 -1.24134 -1.14095 1904.57 1013.25 -1 8208 
410000 21646 0.620296 -1.19911 1221.73 1012.6 -1 8208 
410000 21646 -1.91298 0.890298 3488.94 1007.43 -1 8208 
410000 21646 0.614428 0.565695 1210.31 1006.24 -1 8208 
410000 21646 1.47009 -0.186339 2304.64 1004.65 1 8208 
410000 21646 -0.910466 -1.98556 1450.62 999.984 -1 8208 
410000 21646 2.22698 -2.84932 4678 997.029 1 8208 
410000 21646 1.20459 -2.98899 1804.03 989.556 1 8208 
410000 21646 0.572072 -2.50649 1134.39 963.729 -1 8208 
410000 21646 -0.682514 -0.76116 1202.83 961.844 -1 8208 
410000 21646 -1.35296 1.9721 1983.13 958.589 -1 8208 
410000 21646 -1.54075 -1.70906 2337.58 955.865 -1 8208 
410000 21646 -0.735399 -2.17001 1216.94 942.391 -1 8208 
410000 21646 2.08738 2.32227 3823.08 933.234 -1 8208 
410000 21646 -0.547022 -0.839544 1084.18 932.178 -1 8208 
410000 21646 1.08225 -0.578642 1536.41 930.087 1 8208 
410000 21646 1.55521 0.997044 2272.09 916.798 1 8208 
410000 21646 2.20123 -0.371162 4186.24 914.837 -1 8208 
410000 21646 1.9621 -2.08257 3290 906.17 1 8208 
410000 21646 2.03775 2.36474 3517.73 900.849 1 8208 
410000 21646 -0.301105 -1.97029 945.475 894.27 1 8208 
410000 21646 -0.810631 1.3821 1207.76 890.652 -1 8208 
410000 21646 -0.604496 -0.562568 1048.08 874.118 -1 8208 
410000 21646 1.74769 -0.962411 2562.5 865.084 1 8208 
410000 21646 -0.174776 -1.35941 859.893 835.695 -1 8208 
410000 21646 -2.42567 -1.87995 4675.71 820.063 -1 8208 
410000 21646 2.04074 0.198155 3123.65 797.458 -1 8208 
410000 21646 -2.10007 3.03575 3263.04 786.578 1 8208 
410000 21646 0.394661 -1.70965 848.386 775.633 -1 8208 
410000 21646 1.89451 -2.83587 2601.94 764.21 -1 8208 
410000 21646 -1.47926 -0.247071 1656.03 714.733 1 8208 
410000 21646 -0.878349 1.42117 26331.9 18659 1 8208 
410000 21646 -0.836723 1.39846 13017.2 9494.43 -1 8208 
410000 21646 -0.646716 1.3682 18139.6 14910.7 -1 8208 
410000 21646 -0.847144 1.47869 11985.4 8679.44 -1 8208 
410000 21646 -0.616605 -1.40523 10105.3 8446.99 -1 8208 
410000 21646 -0.569359 -1.64964 2073.05 1773.1 -1 8208 
410000 21646 -0.702985 1.43682 10396.8 8267.46 1 8208 
410000 21646 0.0385042 -1.82636 7821.58 7814.55 -1 8208 
410000 21646 -0.616865 1.17348 8823.11 7373.97 1 8208 
410000 21646 -0.649345 1.39216 1544.62 1262.62 1 8208 
410000 21646 0.0386852 -2.42542 6943.42 6936.82 1 8208 
410000 21646 -0.970162 1.3822 9875.8 6545.26 1 8208 
410000 21646 -0.875109 1.41384 5542.98 3935.59 1 8208 
410000 21646 -1.55062 2.94652 16065.5 6521.84 1 8208 
410000 21646 -2.33825 -1.75652 28985.9 5542.41 1 8208 
410000 21646 0.185987 -1.76938 5026.23 4938.63 -1 8208 
410000 21646 0.141856 -2.29877 783.051 762.824 -1 8208 
410000 21646 -0.144515 -1.53945 4896.53 4843.87 1 8208 
410000 21646 -0.256346 -1.51093 4983.48 4822.21 -1 8208 
410000 21646 -0.262179 -1.53004 4253.72 4109.38 -1 8208 
410000 21646 -0.178168 -1.65745 2220.27 2181.16 -1 8208 
410000 21646 0.0383207 -2.44787 4636.43 4630.93 1 8208 
410000 21646 -0.0782722 -1.81307 4242.17 4226.92 1 8208 
410000 21646 0.146907 2.35963 3940.44 3895.85 -1 8208 
410000 21646 0.137877 2.89192 1204.04 1184.65 1 8208 
410000 21646 0.00805084 -2.51187 3117.73 3114.5 -1 8208 
410000 21646 0.0127632 -1.87889 1253.1 1245.2 1 8208 
410000 21646 0.134031 -2.46346 2937.31 2907.83 -1 8208 
410000 21646 0.142593 -2.29178 2863.85 2831.61 1 8208 
410000 21646 -1.75466 -0.646624 8233.28 2765.02 1 8208 
410000 21646 0.964541 -2.53779 4086.86 2718.69 1 8208 
410000 21646 0.901741 3.02128 1881.4 1307.58 -1 8208 
410000 21646 0.760026 -0.00780061 3498.17 2682.58 -1 8208 
410000 21646 -0.841176 0.941381 3451.58 2507.92 -1 8208 
410000 21646 0.0203593 -2.20264 2408.34 2403.79 -1 8208 
410000 21646 0.974623 -3.07389 3526.11 2327.56 1 8208 
410000 21646 -0.754513 -1.31295 2988.69 2299.3 -1 8208 
410000 21646 -2.33859 -1.77793 11773.8 2250.38 -1 8208 
410000 21646 -1.20961 -0.408678 4031.78 2207.58 -1 8208 
410000 21646 -1.24532 0.0735071 2700.09 1433.57 1 8208 
410000 21646 -1.94697 -1.81995 7800.99 2181.71 1 8208 
410000 21646 1.81794 0.483135 6698.77 2118.89 1 8208 
410000 21646 0.275412 -1.86895 2105.35 2023.49 1 8208 
410000 21646 -1.24474 -2.24092 3753.58 1995.18 -1 8208 
410000 21646 1.51878 -1.26248 4774.32 1994.42 1 8208 
410000 21646 -0.562814 -1.79714 2304.42 1978.47 1 8208 
410000 21646 0.211856 0.254886 2009.75 1960.73 -1 8208 
410000 21646 -0.141939 -2.65021 1920.48 1896.26 1 8208 
410000 21646 -0.0801155 -2.46698 1901.38 1890.19 1 8208 
410000 21646 1.15329 -0.063516 3281.11 1881.72 1 8208 
410000 21646 1.0869 0.338439 3109.74 1881.46 1 8208 
410000 21646 0.318827 -0.81102 1949.68 1849.86 -1 8208 
410000 21646 -1.21356 -2.27405 3314.97 1808.57 -1 8208 
410000 21646 -0.222341 2.88793 1777.96 1729.55 1 8208 
410000 21646 0.242723 -1.52146 1783.11 1726.53 1 8208 
410000 21646 -2.12 -1.77639 7255.26 1716.67 1 8208 
410000 21646 -1.86247 -0.16451 5608.42 1700.31 -1 8208 
410000 21646 0.696976 -2.45211 2126.79 1693.86 1 8208 
410000 21646 0.13957 1.13351 1705.41 1683.26 -1 8208 
410000 21646 -0.616572 -1.90254 2008.93 1675.4 -1 8208 
410000 21646 -2.21883 -3.04221 7734.08 1662.03 -1 8208 
410000 21646 -1.62013 -0.0804871 4315.58 1642.67 -1 8208 
410000 21646 1.40744 0.870823 3536.41 1632.08 1 8208 
410000 21646 -1.24712 1.45139 3035.24 1609.51 -1 8208 
410000 21646 2.2097 -1.62947 7367.69 1597.45 -1 8208 
410000 21646 -0.713939 0.134618 1991.04 1569 -1 8208 
410000 21646 -0.648939 -0.0726727 1369.12 1118.16 -1 8208 
410000 21646 -0.664519 -0.0308063 1355.52 1097.05 -1 8208 
410000 21646 2.29619 2.50187 7504.34 1495.09 1 8208 
410000 21646 -1.80294 -2.78935 4657.72 1494.04 1 8208 
410000 21646 -2.04965 -1.82984 5891.69 1492.28 1 8208 
410000 21646 1.55186 2.048 3572.87 1447.72 1 8208 
410000 21646 2.02129 2.04 5536.05 1441.12 1 8208 
410000 21646 -2.48977 -0.44332 8715.21 1435.42 1 8208 
410000 21646 -1.11282 1.60679 2410.48 1427.5 -1 8208 
410000 21646 1.4096 -0.715773 3090.1 1423.03 -1 8208 
410000 21646 -0.0685204 -3.01613 1422.26 1412.07 -1 8208 
410000 21646 0.507167 -1.44354 1579.55 1390.66 1 8208 
410000 21646 2.34897 2.58173 7346.59 1389.8 -1 8208 
410000 21646 -1.44651 -3.12584 3083.43 1374 1 8208 
410000 21646 -0.978748 1.76915 2055.31 1350.43 -1 8208 
410000 21646 1.42995 -2.05174 2974.16 1344.95 1 8208 
410000 21646 1.74938 -0.0481929 3855.45 1300.58 1 8208 
410000 21646 -0.448929 -1.83363 1422.91 1284.43 1 8208 
410000 21646 0.996143 0.555655 1955.44 1267.71 1 8208 
410000 21646 0.0777748 -2.25668 1268.94 1257.43 1 8208 
410000 21646 -0.158027 0.471343 1271.17 1247.88 -1 8208 
410000 21646 0.2225 0.694926 1279.09 1240.62 -1 8208 
410000 21646 0.174716 0.728693 1226.38 1200.05 -1 8208 
410000 21646 1.64919 -1.98923 3346.47 1239.52 1 8208 
410000 21646 -0.0229695 -0.241775 1241.66 1233.47 1 8208 
410000 21646 0.972881 -1.34295 1832.99 1208.96 -1 8208 
410000 21646 0.941926 -0.556169 1477.05 995.289 1 8208 
410000 21646 -1.37781 -0.73708 2538.32 1201.65 -1 8208 
410000 21646 -1.58221 2.94183 3020.44 1189.94 -1 8208 
410000 21646 1.39591 2.10678 2538.71 1182.79 -1 8208 
410000 21646 2.40702 -1.64346 6427.85 1148.49 -1 8208 
410000 21646 2.01906 -1.8711 4361.76 1137.65 -1 8208 
410000 21646 2.17884 -0.902402 5041.03 1126.16 -1 8208 
410000 21646 1.09285 0.274205 1828.86 1099.16 -1 8208 
410000 21646 -0.728557 -1.24091 1407.15 1096.19 -1 8208 
410000 21646 -0.544808 -1.96052 1265.58 1091.79 1 8208 
410000 21646 -2.14114 -2.72862 4700.14 1089.2 1 8208 
410000 21646 -2.23427 -1.20636 5141.72 1088.17 1 8208 
410000 21646 -1.37189 2.47304 2287.19 1088.04 -1 8208 
410000 21646 0.0655528 0.88523 1092.93 1081.65 1 8208 
410000 21646 -1.13419 2.68638 1860.17 1081.49 -1 8208 
410000 21646 -0.190508 2.77357 1079.05 1050.86 1 8208 
410000 21646 -0.576033 0.250464 1224.42 1039.21 -1 8208 
410000 21646 1.57865 -0.126512 2612.9 1032.39 -1 8208 
410000 21646 -0.0811069 2.45329 1036.28 1023.47 -1 8208 
410000 21646 -0.972802 0.289438 1548.59 1020.24 1 8208 
410000 21646 0.615759 1.40234 1218.89 1012.74 -1 8208 
410000 21646 0.576544 2.49446 1190.06 1009.38 1 8208 
410000 21646 -0.431833 2.93888 1101.73 998.312 -1 8208 
410000 21646 -1.13026 -1.69134 1672.92 975.076 1 8208 
410000 21646 -1.42343 -0.186212 2086.58 947.992 -1 8208 
410000 21646 -1.78564 -2.00565 2831.84 922.639 1 8208 
410000 21646 -2.15988 0.499991 4016.14 913.721 -1 8208 
410000 21646 0.788137 -2.41072 1204.37 901.48 -1 8208 
410000 21646 0.405063 3.10696 932.547 851.249 -1 8208 
410000 21646 -2.17102 -0.168644 3681.71 828.496 -1 8208 
410000 21646 -0.177241 -1.10496 838.002 813.487 -1 8208 
410000 21646 -1.76988 -3.0171 2211.86 730.885 -1 8208 
410000 21646 -2.05943 -0.697342 2802.77 702.545 -1 8208 
410000 21646 -2.46891 0.416686 39597 6658.12 1 8208 
410000 21646 -0.391927 -1.78782 6749.11 6260.64 -1 8208 
410000 21646 0.603129 -1.99467 5661.58 4766.35 -1 8208 
410000 21646 0.274686 -1.5915 3867.35 3723.48 1 8208 
410000 21646 -0.156274 -2.3757 3313.63 3270.67 -1 8208 
410000 21646 -2.4861 -3.03587 19469.3 3218.63 -1 8208 
410000 21646 -1.41264 -1.83068 5698.22 2618.93 -1 8208 
410000 21646 -1.23208 -1.39461 2004.09 1074.84 1 8208 
410000 21646 -1.50153 2.31211 5131.22 2177.45 -1 8208 
410000 21646 -1.52429 2.87982 2090.62 867.404 1 8208 
410000 21646 0.827916 2.38187 2377.52 1741.64 1 8208 
410000 21646 0.656627 2.48107 1672.01 1361.88 1 8208 
410000 21646 0.19535 -2.56508 1512.22 1477.49 -1 8208 
410000 21646 -1.96259 1.93683 5062.22 1394.36 -1 8208 
410000 21646 -0.288285 -0.508355 1282.61 1223.79 -1 8208 
410000 21646 0.386484 1.86365 1294.51 1196.49 -1 8208 
410000 21646 1.11393 2.35615 1944.72 1149.6 -1 8208 
410000 21646 -1.24081 1.67381 1878.7 999.86 -1 8208 
410000 21644 0.193491 -1.29079 7445.93 7307.4 -1 8208 
410000 21644 -0.813737 -0.26031 4147.69 3071.16 -1 8208 
410000 21644 -0.414607 2.2263 3294.24 3027.34 1 8208 
410000 21644 -0.403311 2.14774 2564.85 2366 1 8208 
410000 21644 -1.59275 2.06304 5985.57 2337.19 1 8208 
410000 21644 0.154645 1.85787 2214.52 2183.95 -1 8208 
410000 21644 -0.0625445 0.277725 2119.29 2110.56 -1 8208 
410000 21644 0.842136 -1.02942 2696.65 1957.07 1 8208 
410000 21644 -2.11816 -1.0624 8088.48 1917.31 1 8208 
410000 21644 -0.783654 1.69627 2507.06 1891.9 -1 8208 
410000 21644 1.10702 0.751795 3133.52 1865.64 1 8208 
410000 21644 -1.42203 1.83911 4063.3 1851.44 1 8208 
410000 21644 -2.19601 -3.12148 8057.55 1770.56 -1 8208 
410000 21644 -1.67806 2.99179 4810.16 1735.19 1 8208 
410000 21644 -1.50384 -2.4517 3872.6 1639.44 -1 8208 
410000 21644 0.264602 -1.85846 1687.42 1624.44 -1 8208 
410000 21644 -1.36802 2.47846 3355.33 1603.19 -1 8208 
410000 21644 1.78367 -2.31234 4846.02 1583.1 1 8208 
410000 21644 -1.29543 -1.57721 3091.95 1573.37 1 8208 
410000 21644 -0.107978 -0.321664 1583.16 1567.85 1 8208 
410000 21644 -2.28188 0.690744 7646.06 1544.84 1 8208 
410000 21644 0.708577 1.41124 1922.01 1519.3 1 8208 
410000 21644 -2.3263 0.59351 7211.84 1395 1 8208 
410000 21644 1.53424 -0.431001 3366.88 1386.23 1 8208 
410000 21644 -2.10761 1.28162 5757.75 1378.68 1 8208 
410000 21644 1.63079 -2.32155 3590.37 1352.89 -1 8208 
410000 21644 0.465423 -2.72536 1487.76 1334.08 -1 8208 
410000 21644 0.376237 -2.88367 1408.24 1307.65 -1 8208 
410000 21644 1.80317 -1.87048 3981.52 1276.65 1 8208 
410000 21644 -1.07862 2.56965 2092.75 1272.96 1 8208 
410000 21644 2.23612 1.1762 6002.1 1268.08 -1 8208 
410000 21644 2.48795 -0.0456088 7572.24 1249.37 1 8208 
410000 21644 1.96264 -0.215491 4451.69 1226 1 8208 
410000 21644 -2.05796 1.58698 4831.49 1213.79 -1 8208 
410000 21644 1.43769 -0.57757 2664.38 1196.25 -1 8208 
410000 21644 0.139316 3.0443 1193.52 1173.92 -1 8208 
410000 21644 -2.00609 1.03231 4439.4 1172.52 -1 8208 
410000 21644 2.42061 -0.722388 6619.68 1167.07 1 8208 
410000 21644 -1.25265 -0.922752 2161.74 1139.78 -1 8208 
410000 21644 2.34809 -0.0222827 5923.72 1121.49 1 8208 
410000 21644 2.49829 -0.78332 6812.45 1112.56 -1 8208 
410000 21644 0.621583 2.57948 1332.49 1104.78 -1 8208 
410000 21644 -1.53986 -0.236997 2627.9 1075.85 -1 8208 
410000 21644 -0.776542 1.78656 1423.1 1075.38 1 8208 
410000 21644 0.64836 2.82331 1309.42 1069.24 1 8208 
410000 21644 -0.275226 1.64056 1100.4 1051.43 1 8208 
410000 21644 0.0424949 1.82025 1049.64 1039.38 1 8208 
410000 21644 0.546088 0.122113 1195.04 1029.51 -1 8208 
410000 21644 1.0159 -0.934021 1601.28 1021.27 1 8208 
410000 21644 -0.0677224 -1.92408 1027 1015.14 -1 8208 
410000 21644 2.11733 -1.58113 4265.39 1011.5 -1 8208 
410000 21644 0.793428 2.91209 1350.46 1008.71 -1 8208 
410000 21644 1.37065 -0.169277 2082.09 991.161 -1 8208 
410000 21644 -0.24443 -0.865007 1012.49 973.599 1 8208 
410000 21644 -0.0946962 -1.09614 973.728 959.369 -1 8208 
410000 21644 0.953987 2.52547 1423.94 950.663 1 8208 
410000 21644 -1.78393 -0.417227 2884.16 941.25 1 8208 
410000 21644 -2.33037 -2.42503 4861.97 936.497 -1 8208 
410000 21644 -1.2731 1.66535 1804.27 934.02 1 8208 
410000 21644 -2.033 -2.11148 3629.31 933.743 -1 8208 
410000 21644 0.721562 0.316703 1181.53 922.502 1 8208 
410000 21644 2.17999 0.0363079 4076.75 909.531 1 8208 
410000 21644 0.404957 0.881292 989.808 904.716 -1 8208 
410000 21644 -1.85468 1.60873 2900.68 885.195 1 8208 
410000 21644 1.92366 -0.243304 3074.74 878.593 -1 8208 
410000 21644 0.443202 -2.99596 933.555 839.276 -1 8208 
410000 21644 0.0291039 2.67386 830.621 818.465 1 8208 
410000 21644 -0.321184 -2.56671 823.007 770.976 1 8208 
410000 21644 -0.256992 -1.71254 806.124 768.434 -1 8208 
410000 21644 -2.41737 -1.00931 4133.16 730.76 -1 8208 
410000 21644 -1.18639 1.64486 1235.82 685.879 1 8208 
410000 21644 2.08335 3.02394 2732.09 669.097 1 8208 
410000 21644 -2.43676 0.219791 3834.56 665.086 1 8208 
410000 21644 -2.41209 1.2543 231471 41161.7 -1 8208 
410000 21644 -2.42164 1.24922 144138 25391.7 1 8208 
410000 21644 -2.41743 1.1722 9235.05 1633.46 -1 8208 
410000 21644 -1.50622 -1.42244 29965.6 12666.6 -1 8208 
410000 21644 -1.53852 -1.75995 2456.88 1006.86 -1 8208 
410000 21644 -2.42557 -1.4562 48551.7 8520.02 1 8208 
410000 21644 -2.37812 -1.50896 27129.7 4988.22 -1 8208 
410000 21644 -1.18124 1.60866 12047.7 6757.87 1 8208 
410000 21644 -1.47116 -2.52562 15453.6 6742.19 1 8208 
410000 21644 -1.07559 -2.33552 10254.2 6265.69 1 8208 
410000 21644 -1.04297 -2.27214 9023.3 5656.5 1 8208 
410000 21644 -0.764297 0.842101 5965.6 4564.59 1 8208 
410000 21644 -2.46337 -1.2795 25804.6 4362.7 1 8208 
410000 21644 -2.43341 -1.41533 7060.12 1229.17 -1 8208 
410000 21644 -1.08756 -2.29269 6656.18 4028.18 -1 8208 
410000 21644 -2.2601 1.3339 18444 3807.34 -1 8208 
410000 21644 -2.39603 -1.34285 19332.5 3492.51 -1 8208 
410000 21644 -2.4036 -1.43452 5969.33 1070.12 -1 8208 
410000 21644 -2.05566 -0.977986 13169.4 3317.05 1 8208 
410000 21644 -2.17096 -0.82352 14565.2 3280.02 -1 8208 
410000 21644 -0.582249 -2.12871 3621.44 3081.49 -1 8208 
410000 21644 -0.737884 0.913795 3909.39 3040.82 -1 8208 
410000 21644 0.0373777 -2.18539 3016.73 3011.39 1 8208 
410000 21644 0.133735 1.4511 2731.26 2703.48 -1 8208 
410000 21644 2.33822 -1.52374 13890.9 2656.05 -1 8208 
410000 21644 -0.617388 1.27925 3066.27 2559.58 -1 8208 
410000 21644 1.05537 -1.48278 4085.98 2535.54 1 8208 
410000 21644 -0.787653 1.29456 3301.16 2486.26 1 8208 
410000 21644 -1.53888 -2.41773 5573.6 2286.35 1 8208 
410000 21644 -1.54946 1.389 5617.69 2282.31 -1 8208 
410000 21644 1.9357 -0.406869 8039.46 2272.88 -1 8208 
410000 21644 -0.592961 0.922491 2655.58 2245.46 1 8208 
410000 21644 -0.988127 -1.78995 3430.48 2241.41 1 8208 
410000 21644 -0.11804 -1.62081 2203.42 2183.77 1 8208 
410000 21644 -0.507572 0.94364 2381.63 2101.03 1 8208 
410000 21644 0.715751 -1.45783 2591.81 2042.22 1 8208 
410000 21644 -0.0301373 1.33465 2021.37 2015.63 1 8208 
410000 21644 0.151153 -0.7595 1995.05 1967.65 -1 8208 
410000 21644 -1.01555 -0.850149 3030.14 1938.42 1 8208 
410000 21644 -1.1022 0.813175 3239.86 1936.54 -1 8208 
410000 21644 -1.29552 1.49488 3791.07 1929.63 -1 8208 
410000 21644 -0.48725 -2.37641 2112.89 1880.59 1 8208 
410000 21644 -0.99524 3.07461 2839.36 1844.5 1 8208 
410000 21644 1.29053 2.80798 3554.23 1816.7 -1 8208 
410000 21644 1.26084 -2.8835 1954.63 1022.95 1 8208 
410000 21644 1.4342 -0.326941 3935.2 1773.66 1 8208 
410000 21644 -1.91569 2.46428 5970 1720.28 1 8208 
410000 21644 -0.959393 -2.33723 2500.08 1667.88 1 8208 
410000 21644 -2.12088 -0.521043 6873.19 1624.83 1 8208 
410000 21644 -2.10779 -0.397744 2907.22 695.409 1 8208 
410000 21644 0.689132 -2.06693 2029.29 1623.48 1 8208 
410000 21644 2.06791 1.63189 6469 1609.88 1 8208 
410000 21644 1.31423 -1.10572 3183 1593.73 1 8208 
410000 21644 -2.38122 1.33655 8634.6 1582.6 1 8208 
410000 21644 1.05728 -2.49049 2525.8 1563.55 1 8208 
410000 21644 -2.00031 0.628668 5631.82 1496.05 -1 8208 
410000 21644 -2.12166 -2.17347 6291.34 1486.1 1 8208 
410000 21644 -1.16734 -2.21785 2582.93 1463.5 1 8208 
410000 21644 0.473685 0.69744 1624.97 1452.89 1 8208 
410000 21644 0.0502172 0.308925 1452.12 1443.57 -1 8208 
410000 21644 -1.16722 1.07406 2525.24 1430.87 -1 8208 
410000 21644 -0.781596 -0.779841 1858.02 1402.22 -1 8208 
410000 21644 -1.11141 0.825424 2284.29 1354.04 -1 8208 
410000 21644 0.685069 -0.293188 1686.44 1351.03 -1 8208 
410000 21644 -0.483942 -1.91243 1484.78 1320.53 1 8208 
410000 21644 -1.84273 -2.67539 4205.73 1298.92 -1 8208 
410000 21644 -1.79022 -2.76259 3190.96 1035.42 -1 8208 
410000 21644 1.43511 2.43034 2842.41 1279.34 -1 8208 
410000 21644 2.17179 -1.71246 5630.12 1266.52 1 8208 
410000 21644 -1.13854 2.05798 2170.76 1258.54 -1 8208 
410000 21644 -1.58707 -2.56485 3176.85 1246.11 -1 8208 
410000 21644 -1.52889 2.00882 2996.59 1239.52 1 8208 
410000 21644 2.20659 -1.41874 5697.78 1238.99 1 8208 
410000 21644 -1.11564 -2.78749 2044.56 1207.25 -1 8208 
410000 21644 -1.13475 -1.69339 1128.8 652.777 1 8208 
410000 21644 -2.19533 -2.44345 5438.79 1195.7 1 8208 
410000 21644 -1.23984 -2.10486 2101.99 1120.23 -1 8208 
410000 21644 -0.625773 0.791244 1299.75 1074.83 1 8208 
410000 21644 1.13011 -3.12991 1838.22 1072.2 -1 8208 
410000 21644 -0.353766 1.77219 1115.04 1040.48 1 8208 
410000 21644 -1.60006 -0.937902 2656.57 1029.21 1 8208 
410000 21644 -2.07088 -2.53983 4123.45 1022.87 1 8208 
410000 21644 -2.01533 -2.56384 3697.65 967.727 1 8208 
410000 21644 1.32769 -0.598712 2053.17 1014.73 -1 8208 
410000 21644 0.830816 2.36015 1384.41 1008.73 1 8208 
410000 21644 -0.668397 -0.715842 1247.27 1006.18 1 8208 
410000 21644 -0.599385 -0.65106 1164.51 975.562 1 8208 
410000 21644 -1.55037 2.47612 2481.51 1006.05 1 8208 
410000 21644 -0.823873 -0.474946 1360.13 995.533 -1 8208 
410000 21644 0.135171 -2.21401 1013.46 994.701 -1 8208 
410000 21644 1.62001 2.405 2499.69 950.594 1 8208 
410000 21644 1.21983 1.70369 1746.45 945.641 -1 8208 
410000 21644 -2.41829 -1.76706 5160.26 911.716 1 8208 
410000 21644 1.47268 0.914937 2079.38 903.965 1 8208 
410000 21644 -0.621146 0.232043 1060.22 876.415 1 8208 
410000 21644 -0.782749 1.29332 1030.56 772.178 -1 8208 
410000 21644 1.58641 -0.506321 1882.54 737.549 1 8208 
410000 21644 -2.36144 -2.56613 3924.83 733.119 -1 8208 
410000 21644 -1.46486 -2.49962 29215.9 12819.3 -1 8208 
410000 21644 0.4197 0.771711 5197.69 4769.54 1 8208 
410000 21644 -0.934513 2.8211 2376.55 1614.59 1 8208 
410000 21644 -1.09005 1.10181 2665.66 1608.16 -1 8208 
410000 21644 -0.800661 1.18585 1803.63 1343.94 -1 8208 
410000 21644 -0.794418 2.80372 1542.27 1152.68 -1 8208 
410000 21647 1.11003 0.261167 5396.61 3207.37 -1 8208 
410000 21647 1.35897 2.19059 6378.68 3073.97 1 8208 
410000 21647 0.401943 2.36661 3281.45 3030.37 -1 8208 
410000 21647 0.983387 2.49311 3967.04 2601.82 -1 8208 
410000 21647 1.30692 -0.908135 4969.08 2505.2 1 8208 
410000 21647 -1.07937 -1.54811 3909.01 2380.11 -1 8208 
410000 21647 -2.48193 -0.706463 13656.7 2266.94 -1 8208 
410000 21647 0.860417 1.9974 2712.25 1943.69 1 8208 
410000 21647 -1.0565 2.80361 3061.95 1897.53 1 8208 
410000 21647 2.01152 2.29296 6810.5 1789.86 1 8208 
410000 21647 2.0793 1.26429 7252.07 1785.04 -1 8208 
410000 21647 1.42264 0.486209 3727.12 1697.15 -1 8208 
410000 21647 0.068277 -1.38159 1682.73 1673.03 -1 8208 
410000 21647 -2.1336 -0.665587 7121.8 1662.94 -1 8208 
410000 21647 -1.44526 2.47038 3671.52 1638.38 -1 8208 
410000 21647 -0.808809 -0.319541 2128.31 1578.62 1 8208 
410000 21647 -1.31022 -1.00161 2996.13 1505.19 1 8208 
410000 21647 0.494795 2.19669 1637.46 1450.32 -1 8208 
